2.59526,2.2051481,-8.8323771
1.6904,2.2366526,15.846048
1.61636,2.2536381,-8.771862
1.24282,2.2557488,15.663342
1.82864,2.2684498,-0.72579145
1.51892,2.2708598,14.208024
2.06884,2.3073519,-9.9650679
1.06586,2.3225163,13.781687
1.93976,2.3302504,15.398659
1.53521,2.3402224,-9.9969696
2.32419,2.3433648,-8.8109815
1.66972,2.3650589,1.1821405
1.6133,2.4371814,-8.8336372
2.0699,2.4545769,-10.969688
3.15062,2.4604559,14.167243
1.16799,2.4772207,-9.2310207
3.71953,2.5042781,-9.0886456
1.21213,2.5085207,0.70682347
2.11125,2.5630832,-9.9397516
1.81954,2.5729993,-10.044138
1.81942,2.5741975,1.0807604
1.74243,2.5843549,-10.516415
1.60662,2.5882122,-10.429489
3.15182,2.592382,-0.61703432
2.85727,2.6080669,0.91322377
1.75181,2.6246787,-10.195982
1.55183,2.6389,-9.9147644
2.037,2.6442065,-9.9565864
1.07438,2.6660981,-11.103943
1.50212,2.7054076,-9.651789
2.05299,2.7123278,-0.52588324
1.873,2.7232305,0.11189957
1.74518,2.7267037,-8.910739
1.57113,2.7509805,-9.6510077
1.1287,2.7774413,-9.4708681
1.73221,2.7964141,15.176343
4.96717,2.8134977,14.76717
1.36274,2.8700916,15.283937
1.4934,2.8766929,0.96441009
2.30877,2.8773745,0.93077203
1.07447,2.8777951,-11.176849
4.325,2.8938712,15.860378
1.27116,2.910154,-10.749502
1.03245,2.9158177,-9.2837988
1.88456,2.9283078,15.371195
1.33145,2.9486555,15.312986
1.19555,2.9580945,16.060554
2.21377,2.9629599,-10.396207
1.85778,2.9906875,-10.626446
1.23598,3.0006974,-8.8674632
2.4901,3.0209588,14.689535
1.26219,3.0591469,-9.9897195
1.60056,3.0759452,-10.400524
1.05755,3.1251694,-10.338553
1.46482,3.1420969,-9.4368474
2.24662,3.1442704,14.535098
3.18659,3.1690385,13.876874
1.26233,3.1724859,-10.069851
1.7047,3.1859367,14.186935
2.15377,3.1963238,0.21097489
1.61224,3.2186044,0.47553149
3.00758,3.230707,-9.240481
1.06269,3.2406756,1.100909
1.39768,3.2639839,14.629264
2.1638,3.2756195,0.07551253
2.20985,3.3084546,14.027464
1.27107,3.3252703,15.738174
1.56892,3.3288474,16.132186
1.09471,3.3607294,-8.8677017
3.57547,3.3675455,13.974448
1.84448,3.3774098,0.303966
1.06438,3.3885165,-9.4059655
1.5399,3.3989751,14.240022
1.93301,3.423931,14.592031
1.64091,3.4268603,-0.40345013
2.13174,3.441476,14.734604
1.11974,3.4483539,-0.41861135
1.68702,3.4559128,14.117269
1.26094,3.4854312,15.558559
1.71049,3.5018655,0.71541424
1.40711,3.5064408,0.47618786
1.74445,3.5342819,-8.8783869
2.16441,3.5413117,-9.5056373
1.77238,3.5458157,-8.7414309
1.08213,3.5848529,-9.3137056
1.17721,3.6123516,-0.05186461
2.17422,3.6179076,15.042248
2.19535,3.6213874,-0.67749243
1.18623,3.6513546,15.658239
1.80564,3.6594875,-1.1305887
1.39487,3.6609162,-11.100588
1.55037,3.6834458,-5.1099453E-3
1.06185,3.6854305,-9.1794044
1.92248,3.7223653,-0.47431086
1.47687,3.7480588,16.121148
1.35807,3.7537385,-9.0227684
2.84983,3.7594094,0.20349445
1.70292,3.7791838,-0.13355811
1.13114,3.7894614,-10.452599
3.2112,3.8019082,15.880089
2.06507,3.8068472,-10.012368
1.16981,3.8119969,-10.512121
1.53422,3.8345924,-9.6652545
2.0016,3.8702509,-9.0591024
1.35826,3.8981144,0.89892912
1.29431,3.8988052,-0.18729386
1.32637,3.9170556,15.248058
1.40759,3.9202791,-8.8315785
1.79578,3.9388706,-9.9650343
1.058,3.9493059,-9.1239727
3.06614,3.9545396,0.29220771
2.08757,4.010012,-0.20693717
1.07745,4.0444193,-9.8019184
5.8415,4.0496494,-0.76554646
2.43801,4.070973,-10.07202
1.54872,4.0749047,0.17247355
1.51155,4.0957906,-10.638074
2.10549,4.1281202,0.5432381
2.57347,4.1544768,13.9482
3.35427,4.1565888,13.742649
3.03841,4.1715805,1.0125694
1.25686,4.1794093,15.072376
1.4906,4.1993003,1.2056489
1.75589,4.2375064,0.92557188
1.17611,4.2488829,-9.9843034
1.28302,4.2607231,-10.506799
1.80792,4.2952124,13.932368
1.2588,4.303327,-9.1151164
5.01047,4.3111188,-10.015412
1.43233,4.3591871,-9.0162631
1.22883,4.3688982,-10.629359
2.26821,4.4116617,-9.329222
1.80608,4.4243717,-10.937027
1.08279,4.4492635,-9.7301803
3.955,4.4496237,14.17103
1.0853,4.4620247,-0.56376819
1.4647,4.4757114,1.1898177
2.20525,4.4806243,-11.062829
1.90035,4.5008699,0.76744905
1.06399,4.50199,15.716251
1.01119,4.5463932,-10.148639
4.23548,4.5578714,14.415463
3.93608,4.5863221,14.314328
1.6488,4.586647,-10.335635
2.13646,4.5978177,15.548868
1.44184,48.173716,-6.3449646
1.50224,48.175407,-7.072847
1.58073,48.193534,-0.84020898
1.20954,48.194976,-8.3593005
1.73513,48.196951,-7.4816934
1.03335,48.226183,-6.952879
1.48723,48.237223,-8.3546109
1.12873,48.2385,-6.2949963
1.4102,48.282983,-0.53946551
1.25614,48.327763,0.60662348
1.08176,48.335689,-8.1422596
2.26606,48.352822,-6.5583975
1.43108,48.356544,-0.63362155
1.75079,48.356845,-7.2483844
1.24627,48.371667,-7.8446098
2.78652,48.380128,-7.0730214
1.34664,48.423385,-8.4443553
1.56239,48.429481,-0.2731625
2.51885,48.437686,-0.12226934
1.12493,48.441361,-8.5103349
2.46756,48.45139,-1.0758564
